시설명,장비명,설치위치,측정상태,방식전위,방식전류,AC유입,배터리,온도,습도,통신상태,최근 갱신일시
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.8mV,2mA,320.6mV,"3,554.4mV",10.7℃,5.6%,정상,2026-03-29 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.1mV,2mA,319.3mV,"3,554.4mV",10.6℃,5.5%,정상,2026-03-29 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.9mV,2mA,319.9mV,"3,554.3mV",10.5℃,5.5%,정상,2026-03-29 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.0mV,2mA,320.1mV,"3,554.3mV",10.2℃,5.4%,정상,2026-03-29 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.8mV,2mA,320.9mV,"3,554.2mV",10.0℃,5.4%,정상,2026-03-29 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.1mV,2mA,319.8mV,"3,554.2mV",10.0℃,5.5%,정상,2026-03-29 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.3mV,2mA,320.2mV,"3,554.2mV",9.8℃,5.6%,정상,2026-03-29 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.4mV,2mA,320.6mV,"3,554.1mV",9.5℃,5.5%,정상,2026-03-29 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.1mV,2mA,319.4mV,"3,554.1mV",9.4℃,5.5%,정상,2026-03-29 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.5mV,2mA,319.9mV,"3,554.0mV",9.3℃,5.6%,정상,2026-03-29 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.4mV,2mA,319.4mV,"3,553.9mV",9.1℃,5.5%,정상,2026-03-29 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.8mV,2mA,320.8mV,"3,553.9mV",9.0℃,5.4%,정상,2026-03-29 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.4mV,2mA,320.2mV,"3,553.8mV",8.8℃,5.4%,정상,2026-03-29 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.5mV,2mA,319.4mV,"3,553.8mV",8.8℃,5.6%,정상,2026-03-29 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.8mV,2mA,319.3mV,"3,553.8mV",8.6℃,5.5%,정상,2026-03-29 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.4mV,2mA,319.4mV,"3,553.7mV",8.5℃,5.5%,정상,2026-03-29 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.0mV,2mA,319.7mV,"3,553.7mV",8.5℃,5.5%,정상,2026-03-29 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-983.1mV,2mA,319.8mV,"3,553.6mV",8.3℃,5.5%,정상,2026-03-29 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-984.9mV,2mA,319.7mV,"3,553.6mV",8.4℃,5.5%,정상,2026-03-29 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.1mV,2mA,319.9mV,"3,553.5mV",8.3℃,5.5%,정상,2026-03-29 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.5mV,2mA,319.6mV,"3,553.4mV",8.2℃,5.4%,정상,2026-03-29 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.3mV,2mA,321.0mV,"3,553.4mV",8.2℃,5.6%,정상,2026-03-29 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.2mV,2mA,320.9mV,"3,553.3mV",8.1℃,5.6%,정상,2026-03-29 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.7mV,2mA,320.8mV,"3,553.3mV",8.2℃,5.5%,정상,2026-03-29 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.9mV,2mA,320.5mV,"3,553.2mV",8.2℃,5.4%,정상,2026-03-29 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,000.0mV",2mA,319.8mV,"3,553.2mV",8.1℃,5.4%,정상,2026-03-29 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.0mV",2mA,320.0mV,"3,553.2mV",8.2℃,5.4%,정상,2026-03-29 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.2mV",2mA,320.2mV,"3,553.1mV",8.1℃,5.6%,정상,2026-03-29 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.3mV",2mA,320.9mV,"3,553.1mV",8.2℃,5.5%,정상,2026-03-29 14:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.2mV",2mA,319.1mV,"3,553.0mV",8.2℃,5.5%,정상,2026-03-29 14:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.3mV",2mA,319.5mV,"3,552.9mV",8.2℃,5.4%,정상,2026-03-29 14:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.4mV",2mA,320.7mV,"3,552.9mV",8.3℃,5.5%,정상,2026-03-29 15:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,014.6mV",2mA,320.2mV,"3,552.8mV",8.4℃,5.5%,정상,2026-03-29 15:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.8mV",2mA,320.5mV,"3,552.8mV",8.4℃,5.5%,정상,2026-03-29 15:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,019.3mV",2mA,320.5mV,"3,552.8mV",8.5℃,5.5%,정상,2026-03-29 15:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.0mV",2mA,320.7mV,"3,552.7mV",8.6℃,5.5%,정상,2026-03-29 15:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.6mV",2mA,320.8mV,"3,552.7mV",8.6℃,5.5%,정상,2026-03-29 15:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.1mV",2mA,319.7mV,"3,552.6mV",8.7℃,5.5%,정상,2026-03-29 16:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,026.9mV",2mA,319.1mV,"3,552.6mV",8.9℃,5.6%,정상,2026-03-29 16:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.4mV",2mA,320.5mV,"3,552.5mV",9.1℃,5.5%,정상,2026-03-29 16:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.8mV",2mA,319.4mV,"3,552.4mV",9.0℃,5.5%,정상,2026-03-29 16:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.0mV",2mA,319.5mV,"3,552.4mV",9.3℃,5.5%,정상,2026-03-29 16:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.4mV",2mA,320.3mV,"3,552.3mV",9.4℃,5.5%,정상,2026-03-29 16:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.6mV",2mA,319.6mV,"3,552.3mV",9.6℃,5.5%,정상,2026-03-29 17:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.2mV",2mA,320.9mV,"3,552.2mV",9.8℃,5.4%,정상,2026-03-29 17:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.0mV",2mA,319.2mV,"3,552.2mV",9.9℃,5.5%,정상,2026-03-29 17:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.4mV",2mA,320.5mV,"3,552.2mV",10.1℃,5.5%,정상,2026-03-29 17:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.9mV",2mA,319.1mV,"3,552.1mV",10.2℃,5.6%,정상,2026-03-29 17:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.8mV",2mA,319.1mV,"3,552.1mV",10.4℃,5.5%,정상,2026-03-29 17:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.7mV",2mA,320.6mV,"3,552.0mV",10.6℃,5.5%,정상,2026-03-29 18:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.5mV",2mA,321.0mV,"3,551.9mV",10.8℃,5.5%,정상,2026-03-29 18:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.9mV",2mA,319.7mV,"3,551.9mV",10.9℃,5.6%,정상,2026-03-29 18:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.9mV",2mA,319.6mV,"3,551.8mV",11.3℃,5.5%,정상,2026-03-29 18:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.3mV",2mA,320.0mV,"3,551.8mV",11.5℃,5.4%,정상,2026-03-29 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,319.9mV,"3,551.8mV",11.7℃,5.5%,정상,2026-03-29 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.0mV",2mA,320.3mV,"3,551.7mV",11.8℃,5.5%,정상,2026-03-29 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,319.3mV,"3,551.7mV",12.0℃,5.6%,정상,2026-03-29 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.2mV",2mA,319.4mV,"3,551.6mV",12.3℃,5.5%,정상,2026-03-29 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,320.6mV,"3,551.6mV",12.5℃,5.6%,정상,2026-03-29 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.9mV",2mA,319.2mV,"3,551.5mV",12.7℃,5.4%,정상,2026-03-29 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.8mV",2mA,320.4mV,"3,551.4mV",12.9℃,5.5%,정상,2026-03-29 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.8mV",2mA,319.5mV,"3,551.4mV",13.0℃,5.6%,정상,2026-03-29 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.4mV",2mA,319.1mV,"3,551.3mV",13.3℃,5.5%,정상,2026-03-29 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.3mV",2mA,320.7mV,"3,551.3mV",13.5℃,5.5%,정상,2026-03-29 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,319.4mV,"3,551.2mV",13.7℃,5.5%,정상,2026-03-29 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.4mV",2mA,320.6mV,"3,551.2mV",13.9℃,5.4%,정상,2026-03-29 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,319.9mV,"3,551.2mV",14.2℃,5.5%,정상,2026-03-29 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,319.2mV,"3,551.1mV",14.4℃,5.6%,정상,2026-03-29 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.7mV",2mA,319.2mV,"3,551.1mV",14.6℃,5.5%,정상,2026-03-29 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.7mV",2mA,320.6mV,"3,551.0mV",14.9℃,5.6%,정상,2026-03-29 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.2mV",2mA,319.4mV,"3,550.9mV",15.0℃,5.6%,정상,2026-03-29 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.2mV",2mA,319.5mV,"3,550.9mV",15.3℃,5.5%,정상,2026-03-29 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.2mV",2mA,320.7mV,"3,550.8mV",15.4℃,5.6%,정상,2026-03-29 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.6mV",2mA,319.5mV,"3,550.8mV",15.7℃,5.4%,정상,2026-03-29 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.1mV",2mA,320.7mV,"3,550.8mV",15.9℃,5.5%,정상,2026-03-29 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.3mV",2mA,319.4mV,"3,550.7mV",16.0℃,5.4%,정상,2026-03-29 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.1mV",2mA,319.3mV,"3,550.7mV",16.1℃,5.5%,정상,2026-03-29 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.6mV",2mA,319.6mV,"3,550.6mV",16.4℃,5.4%,정상,2026-03-29 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,036.5mV",2mA,320.8mV,"3,550.6mV",16.5℃,5.4%,정상,2026-03-29 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.6mV",2mA,319.8mV,"3,550.5mV",16.7℃,5.4%,정상,2026-03-29 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,034.2mV",2mA,319.6mV,"3,550.4mV",16.9℃,5.5%,정상,2026-03-29 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.3mV",2mA,321.0mV,"3,550.4mV",17.0℃,5.4%,정상,2026-03-29 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.6mV",2mA,319.8mV,"3,550.3mV",17.2℃,5.5%,정상,2026-03-29 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.9mV",2mA,319.3mV,"3,550.3mV",17.1℃,5.6%,정상,2026-03-29 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,026.5mV",2mA,319.8mV,"3,550.2mV",17.3℃,5.5%,정상,2026-03-29 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,024.7mV",2mA,320.4mV,"3,550.2mV",17.4℃,5.6%,정상,2026-03-30 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,022.9mV",2mA,319.2mV,"3,550.2mV",17.5℃,5.5%,정상,2026-03-30 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.1mV",2mA,320.6mV,"3,550.1mV",17.7℃,5.5%,정상,2026-03-30 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.9mV",2mA,319.2mV,"3,550.1mV",17.8℃,5.5%,정상,2026-03-30 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.9mV",2mA,320.0mV,"3,550.0mV",17.8℃,5.4%,정상,2026-03-30 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,014.9mV",2mA,319.5mV,"3,549.9mV",18.0℃,5.6%,정상,2026-03-30 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.1mV",2mA,320.8mV,"3,549.9mV",17.9℃,5.4%,정상,2026-03-30 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,010.7mV",2mA,319.4mV,"3,549.8mV",17.9℃,5.4%,정상,2026-03-30 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.9mV",2mA,319.3mV,"3,549.8mV",18.1℃,5.4%,정상,2026-03-30 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.4mV",2mA,320.5mV,"3,549.8mV",18.1℃,5.5%,정상,2026-03-30 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.7mV",2mA,319.7mV,"3,549.7mV",18.0℃,5.5%,정상,2026-03-30 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.3mV",2mA,319.9mV,"3,549.7mV",18.0℃,5.4%,정상,2026-03-30 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.6mV,2mA,319.5mV,"3,549.6mV",18.0℃,5.4%,정상,2026-03-30 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-998.1mV,2mA,319.1mV,"3,549.6mV",18.0℃,5.6%,정상,2026-03-30 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.5mV,2mA,319.5mV,"3,549.5mV",18.0℃,5.5%,정상,2026-03-30 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.1mV,2mA,320.4mV,"3,549.4mV",18.1℃,5.5%,정상,2026-03-30 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.5mV,2mA,319.9mV,"3,549.4mV",18.0℃,5.4%,정상,2026-03-30 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.3mV,2mA,319.4mV,"3,549.3mV",18.1℃,5.4%,정상,2026-03-30 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.5mV,2mA,320.5mV,"3,549.3mV",18.0℃,5.5%,정상,2026-03-30 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-984.5mV,2mA,320.4mV,"3,549.2mV",17.8℃,5.4%,정상,2026-03-30 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.7mV,2mA,319.0mV,"3,549.2mV",17.9℃,5.5%,정상,2026-03-30 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.0mV,2mA,320.8mV,"3,549.2mV",17.7℃,5.5%,정상,2026-03-30 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.2mV,2mA,319.0mV,"3,549.1mV",17.6℃,5.6%,정상,2026-03-30 03:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.5mV,2mA,319.2mV,"3,549.1mV",17.5℃,5.4%,정상,2026-03-30 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-974.5mV,2mA,319.0mV,"3,549.0mV",17.5℃,5.4%,정상,2026-03-30 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.4mV,2mA,320.1mV,"3,548.9mV",17.3℃,5.4%,정상,2026-03-30 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.5mV,2mA,320.8mV,"3,548.9mV",17.3℃,5.4%,정상,2026-03-30 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-970.0mV,2mA,319.5mV,"3,548.8mV",17.0℃,5.6%,정상,2026-03-30 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.7mV,2mA,319.7mV,"3,548.8mV",16.9℃,5.6%,정상,2026-03-30 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.1mV,2mA,320.9mV,"3,548.8mV",16.8℃,5.6%,정상,2026-03-30 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.6mV,2mA,319.7mV,"3,548.7mV",16.6℃,5.4%,정상,2026-03-30 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.4mV,2mA,320.2mV,"3,548.7mV",16.4℃,5.4%,정상,2026-03-30 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.5mV,2mA,319.5mV,"3,548.6mV",16.2℃,5.6%,정상,2026-03-30 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.0mV,2mA,320.1mV,"3,548.6mV",16.0℃,5.5%,정상,2026-03-30 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.6mV,2mA,319.2mV,"3,548.5mV",16.0℃,5.6%,정상,2026-03-30 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.1mV,2mA,320.4mV,"3,548.4mV",15.7℃,5.5%,정상,2026-03-30 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.1mV,2mA,319.7mV,"3,548.4mV",15.5℃,5.6%,정상,2026-03-30 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.0mV,2mA,319.6mV,"3,548.3mV",15.3℃,5.6%,정상,2026-03-30 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.2mV,2mA,319.5mV,"3,548.3mV",15.2℃,5.5%,정상,2026-03-30 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.4mV,2mA,319.5mV,"3,548.2mV",15.1℃,5.4%,정상,2026-03-30 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.0mV,2mA,319.3mV,"3,548.2mV",14.9℃,5.5%,정상,2026-03-30 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.5mV,2mA,320.6mV,"3,548.2mV",14.5℃,5.5%,정상,2026-03-30 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.5mV,2mA,319.2mV,"3,548.1mV",14.4℃,5.6%,정상,2026-03-30 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.5mV,2mA,320.3mV,"3,548.1mV",14.1℃,5.5%,정상,2026-03-30 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.5mV,"3,548.0mV",13.9℃,5.5%,정상,2026-03-30 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.9mV,2mA,321.0mV,"3,547.9mV",13.9℃,5.6%,정상,2026-03-30 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.9mV,2mA,319.6mV,"3,547.9mV",13.6℃,5.4%,정상,2026-03-30 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.4mV,"3,547.8mV",13.4℃,5.4%,정상,2026-03-30 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.8mV,2mA,319.1mV,"3,547.8mV",13.1℃,5.4%,정상,2026-03-30 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.8mV,2mA,320.2mV,"3,547.8mV",12.8℃,5.5%,정상,2026-03-30 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.6mV,2mA,320.1mV,"3,547.7mV",12.7℃,5.4%,정상,2026-03-30 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.5mV,2mA,321.0mV,"3,547.7mV",12.5℃,5.4%,정상,2026-03-30 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,319.7mV,"3,547.6mV",12.2℃,5.5%,정상,2026-03-30 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.4mV,2mA,319.8mV,"3,547.6mV",12.1℃,5.4%,정상,2026-03-30 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.8mV,2mA,319.0mV,"3,547.5mV",11.9℃,5.5%,정상,2026-03-30 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,319.4mV,"3,547.4mV",11.6℃,5.4%,정상,2026-03-30 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.5mV,2mA,320.1mV,"3,547.4mV",11.4℃,5.4%,정상,2026-03-30 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.7mV,2mA,319.3mV,"3,547.3mV",11.1℃,5.5%,정상,2026-03-30 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.6mV,2mA,319.2mV,"3,547.3mV",11.0℃,5.5%,정상,2026-03-30 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.8mV,2mA,319.6mV,"3,547.2mV",10.8℃,5.6%,정상,2026-03-30 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.8mV,2mA,319.1mV,"3,547.2mV",10.7℃,5.6%,정상,2026-03-30 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.6mV,2mA,320.9mV,"3,547.2mV",10.4℃,5.5%,정상,2026-03-30 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.1mV,2mA,319.6mV,"3,547.1mV",10.2℃,5.4%,정상,2026-03-30 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.9mV,2mA,319.9mV,"3,547.1mV",10.1℃,5.5%,정상,2026-03-30 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.6mV,2mA,320.1mV,"3,547.0mV",9.8℃,5.4%,정상,2026-03-30 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.3mV,2mA,319.6mV,"3,546.9mV",9.7℃,5.5%,정상,2026-03-30 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.2mV,2mA,320.5mV,"3,546.9mV",9.7℃,5.4%,정상,2026-03-30 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.1mV,2mA,320.4mV,"3,546.8mV",9.4℃,5.5%,정상,2026-03-30 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,319.5mV,"3,546.8mV",9.3℃,5.5%,정상,2026-03-30 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.3mV,2mA,320.8mV,"3,546.8mV",9.2℃,5.4%,정상,2026-03-30 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.4mV,2mA,321.0mV,"3,546.7mV",9.0℃,5.6%,정상,2026-03-30 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.4mV,2mA,320.0mV,"3,546.7mV",8.8℃,5.5%,정상,2026-03-30 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.4mV,2mA,321.0mV,"3,546.6mV",8.7℃,5.4%,정상,2026-03-30 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.5mV,2mA,319.1mV,"3,546.6mV",8.7℃,5.5%,정상,2026-03-30 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.6mV,2mA,320.2mV,"3,546.5mV",8.6℃,5.5%,정상,2026-03-30 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-980.7mV,2mA,320.3mV,"3,546.4mV",8.6℃,5.4%,정상,2026-03-30 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.7mV,2mA,320.8mV,"3,546.4mV",8.4℃,5.6%,정상,2026-03-30 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.3mV,2mA,319.1mV,"3,546.3mV",8.4℃,5.4%,정상,2026-03-30 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.4mV,2mA,320.3mV,"3,546.3mV",8.4℃,5.6%,정상,2026-03-30 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.2mV,2mA,319.3mV,"3,546.2mV",8.2℃,5.5%,정상,2026-03-30 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.6mV,2mA,320.3mV,"3,546.2mV",8.2℃,5.4%,정상,2026-03-30 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.3mV,2mA,320.4mV,"3,546.2mV",8.1℃,5.5%,정상,2026-03-30 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-996.0mV,2mA,319.5mV,"3,546.1mV",8.1℃,5.6%,정상,2026-03-30 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-998.0mV,2mA,320.6mV,"3,546.1mV",8.2℃,5.5%,정상,2026-03-30 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.8mV,2mA,319.4mV,"3,546.0mV",8.0℃,5.5%,정상,2026-03-30 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.4mV",2mA,319.1mV,"3,545.9mV",8.2℃,5.4%,정상,2026-03-30 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,003.9mV",2mA,321.0mV,"3,545.9mV",8.0℃,5.5%,정상,2026-03-30 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.9mV",2mA,320.1mV,"3,545.8mV",8.1℃,5.5%,정상,2026-03-30 14:30:00
